282-,-,-,-,-,-
-0.004478,0.029612,0.010981,0.003165,-0.001597,0.000329
-0.006375,0.032278,0.013117,0.000552,-0.002405,-0.003832
-0.006990,0.035167,0.015857,-0.001281,-0.003574,-0.007929
-0.005728,0.037984,0.018230,-0.002238,-0.004711,-0.012279
-0.002939,0.040477,0.019581,-0.002451,-0.005540,-0.017308
-0.000093,0.042608,0.019762,-0.002195,-0.005870,-0.023369
0.000561,0.044406,0.018882,-0.001776,-0.005635,-0.030573
-0.003325,0.045760,0.017010,-0.001440,-0.004962,-0.038700
-0.013078,0.046432,0.014276,-0.001327,-0.004170,-0.047246
-0.028214,0.046212,0.011012,-0.001462,-0.003623,-0.055571
-0.046869,0.045036,0.007521,-0.001817,-0.003497,-0.063116
-0.066912,0.042893,0.003893,-0.002382,-0.003657,-0.069531
-0.086941,0.039613,0.000255,-0.003232,-0.003740,-0.074697
-0.106937,0.034822,-0.002871,-0.004579,-0.003322,-0.078712
-0.127871,0.028377,-0.004589,-0.006648,-0.002149,-0.081821
-0.150281,0.020788,-0.004156,-0.009405,-0.000366,-0.084282
-0.173629,0.012889,-0.001555,-0.012478,0.001526,-0.086305
-0.196725,0.005261,0.002500,-0.015326,0.002943,-0.088089
-0.218353,-0.001940,0.007096,-0.017452,0.003463,-0.089840
-0.237891,-0.008790,0.011622,-0.018596,0.002979,-0.091751
-0.255514,-0.015350,0.015873,-0.018800,0.001704,-0.093937
-0.272224,-0.021583,0.019955,-0.018308,0.000101,-0.096325
-0.289898,-0.027490,0.024100,-0.017401,-0.001214,-0.098610
-0.310958,-0.033199,0.028140,-0.016324,-0.001632,-0.100335
-0.337271,-0.038531,0.031901,-0.015225,-0.000765,-0.101027
-0.368960,-0.043442,0.035794,-0.014127,0.001382,-0.100310
-0.404992,-0.049139,0.039087,-0.013162,0.004363,-0.097860
-0.443984,-0.055531,0.039637,-0.012734,0.007481,-0.093380
-0.483790,-0.059097,0.036715,-0.013050,0.010074,-0.086786
-0.521663,-0.057350,0.032049,-0.013521,0.011744,-0.078489
-0.555059,-0.052357,0.028577,-0.013059,0.012500,-0.069476
-0.583133,-0.048484,0.028640,-0.010944,0.012722,-0.060765
-0.607417,-0.048586,0.032290,-0.007386,0.012966,-0.052621
-0.629473,-0.051774,0.037250,-0.003397,0.013720,-0.044514
-0.648919,-0.055033,0.040689,0.000007,0.014994,-0.035905
-0.664527,-0.056122,0.041042,0.002474,0.016147,-0.026765
-0.675171,-0.054080,0.038246,0.004195,0.016329,-0.017438
-0.679474,-0.048877,0.032754,0.005468,0.014997,-0.008394
-0.676387,-0.041240,0.025343,0.006537,0.012080,-0.000001
-0.665992,-0.032474,0.017294,0.007588,0.007932,0.007606
-0.649470,-0.024181,0.009780,0.008646,0.003211,0.014530
-0.628497,-0.017687,0.003711,0.009544,-0.001300,0.021210
-0.604535,-0.013799,-0.000050,0.010112,-0.004899,0.028276
-0.578540,-0.012953,-0.001187,0.010318,-0.007137,0.036010
-0.550912,-0.015012,-0.000226,0.010210,-0.007943,0.044155
-0.521720,-0.019076,0.001954,0.009848,-0.007607,0.052172
-0.491121,-0.024001,0.004590,0.009300,-0.006640,0.059489
-0.459973,-0.028928,0.007387,0.008641,-0.005564,0.065715
-0.429980,-0.033283,0.010642,0.007931,-0.004740,0.070758
-0.402677,-0.036855,0.014702,0.007218,-0.004269,0.074787
-0.378651,-0.039751,0.019518,0.006558,-0.004044,0.078106
-0.357534,-0.042035,0.024760,0.006050,-0.003896,0.080992
-0.338402,-0.043820,0.029953,0.005864,-0.003720,0.083604
-0.320280,-0.045351,0.034350,0.006084,-0.003495,0.086036
-0.302322,-0.046503,0.036951,0.006548,-0.003244,0.088360
-0.283704,-0.046859,0.037199,0.006976,-0.002997,0.090541
-0.263772,-0.046439,0.035646,0.007178,-0.002757,0.092408
-0.242581,-0.045837,0.033628,0.007041,-0.002460,0.093754
-0.220934,-0.045594,0.032355,0.006388,-0.001948,0.094480
-0.199839,-0.045616,0.032306,0.005011,-0.001075,0.094696
-0.180186,-0.045317,0.033233,0.002876,0.000130,0.094635
-0.162339,-0.044155,0.034574,0.000207,0.001443,0.094473
-0.145906,-0.041959,0.035927,-0.002592,0.002563,0.094166
-0.130112,-0.039002,0.037339,-0.005070,0.003215,0.093441
-0.114479,-0.035688,0.039334,-0.006906,0.003265,0.091945
-0.099301,-0.032127,0.042520,-0.007982,0.002778,0.089431
-0.085422,-0.028041,0.047025,-0.008292,0.001969,0.085860
-0.073644,-0.022965,0.052270,-0.007808,0.001084,0.081382
-0.064119,-0.016610,0.057102,-0.006449,0.000251,0.076248
-0.056102,-0.009163,0.060215,-0.004156,-0.000598,0.070705
-0.048327,-0.001241,0.060720,-0.001013,-0.001614,0.064916
-0.039611,0.006493,0.058399,0.002697,-0.002877,0.058920
-0.029310,0.013570,0.053677,0.006535,-0.004316,0.052688
-0.017491,0.019702,0.047474,0.009996,-0.005741,0.046131
-0.004969,0.024773,0.040875,0.012637,-0.006929,0.039184
-,-,-,-,-,-
0.000369,0.000604,0.000313,0.000181,-0.000137,0.000201
0.002121,0.003516,0.001731,0.001004,-0.000794,0.001096
0.005902,0.009922,0.004477,0.002566,-0.002235,0.002733
0.011048,0.018875,0.007544,0.004114,-0.004254,0.004229
0.016029,0.028110,0.009974,0.004618,-0.006377,0.004515
0.019245,0.035507,0.011990,0.003489,-0.008144,0.003095
0.019560,0.040015,0.014579,0.000813,-0.009203,0.000097
0.016541,0.041961,0.018633,-0.002752,-0.009336,-0.003975
0.010450,0.042351,0.024420,-0.006276,-0.008432,-0.008492
0.002008,0.041977,0.031466,-0.008894,-0.006442,-0.012905
-0.007829,0.041381,0.038675,-0.010069,-0.003381,-0.016878
-0.017996,0.041138,0.044571,-0.009685,0.000653,-0.020332
-0.027562,0.041776,0.047728,-0.007960,0.005445,-0.023411
-0.036218,0.043547,0.046992,-0.005318,0.010621,-0.026486
-0.044579,0.046194,0.041879,-0.002292,0.015607,-0.030049
-0.053728,0.049100,0.033116,0.000517,0.019630,-0.034438
-0.064518,0.051837,0.022188,0.002604,0.021941,-0.039708
-0.077106,0.054119,0.010486,0.003736,0.022058,-0.045721
-0.090917,0.055301,-0.000935,0.003947,0.019873,-0.052242
-0.105013,0.054443,-0.011140,0.003368,0.015670,-0.059010
-0.118443,0.050811,-0.019109,0.002081,0.010046,-0.065753
-0.130496,0.044233,-0.023644,0.000067,0.003777,-0.072192
-0.140965,0.035182,-0.023453,-0.002732,-0.002304,-0.078065
-0.150537,0.024775,-0.017900,-0.006218,-0.007393,-0.083204
-0.160821,0.014548,-0.007648,-0.009966,-0.010823,-0.087561
-0.173580,0.005709,0.005625,-0.013312,-0.012209,-0.091122
-0.189878,-0.001440,0.019868,-0.015601,-0.011500,-0.093794
-0.209531,-0.007260,0.032926,-0.016422,-0.008969,-0.095434
-0.231140,-0.012310,0.042499,-0.015656,-0.005192,-0.096006
-0.252826,-0.017046,0.046677,-0.013482,-0.001007,-0.095736
-0.273146,-0.021603,0.045039,-0.010462,0.002561,-0.095109
-0.291852,-0.025785,0.038972,-0.007438,0.004571,-0.094624
-0.309665,-0.029104,0.030947,-0.005195,0.004560,-0.094506
-0.327270,-0.030885,0.023256,-0.004180,0.002696,-0.094600
-0.344945,-0.030571,0.017615,-0.004359,-0.000312,-0.094491
-0.362675,-0.028418,0.015962,-0.005195,-0.003407,-0.093736
-0.380395,-0.026663,0.019161,-0.006049,-0.005476,-0.092016
-0.398807,-0.028263,0.024657,-0.006875,-0.005738,-0.089051
-0.419213,-0.033160,0.028511,-0.008218,-0.004032,-0.084669
-0.442187,-0.038082,0.029307,-0.010407,-0.000805,-0.079048
-0.467424,-0.040469,0.028595,-0.012957,0.003148,-0.072697
-0.494433,-0.040518,0.028901,-0.014783,0.007012,-0.066185
-0.522887,-0.040009,0.031887,-0.014907,0.010203,-0.059799
-0.552196,-0.040310,0.037476,-0.012938,0.012542,-0.053149
-0.580052,-0.040753,0.043838,-0.009156,0.014284,-0.045404
-0.602527,-0.039836,0.048166,-0.004339,0.015778,-0.036212
-0.616703,-0.037470,0.048396,0.000657,0.017109,-0.025976
-0.621893,-0.034324,0.044087,0.005088,0.018121,-0.015417
-0.618590,-0.030722,0.035544,0.008325,0.018562,-0.005253
-0.607825,-0.026760,0.023650,0.010007,0.018091,0.003938
-0.591152,-0.022566,0.010352,0.010155,0.016352,0.011806
-0.570674,-0.018616,-0.001785,0.009053,0.013214,0.018258
-0.548976,-0.015586,-0.010124,0.007104,0.008945,0.023495
-0.528281,-0.013760,-0.012706,0.004849,0.004193,0.027969
-0.509425,-0.013098,-0.009381,0.002941,-0.000206,0.032189
-0.492014,-0.013728,-0.002073,0.001879,-0.003580,0.036467
-0.475233,-0.015757,0.006124,0.001759,-0.005676,0.040828
-0.458261,-0.018764,0.012440,0.002325,-0.006706,0.045097
-0.440070,-0.021786,0.015672,0.003193,-0.007191,0.049039
-0.419625,-0.024013,0.016244,0.004067,-0.007653,0.052457
-0.396997,-0.025445,0.015452,0.004781,-0.008346,0.055244
-0.373402,-0.026434,0.014810,0.005237,-0.009240,0.057468
-0.349970,-0.026935,0.015170,0.005361,-0.010222,0.059302
-0.327039,-0.026553,0.015878,0.005124,-0.011310,0.060806
-0.304330,-0.024948,0.015547,0.004571,-0.012758,0.061792
-0.281697,-0.022277,0.013946,0.003806,-0.014956,0.061886
-0.260037,-0.019310,0.012396,0.002878,-0.018148,0.060837
-0.241254,-0.016764,0.012439,0.001702,-0.022210,0.058757
-0.226900,-0.014661,0.014844,0.000258,-0.026674,0.056061
-0.217131,-0.012606,0.019471,-0.001181,-0.030885,0.053238
-0.210831,-0.010602,0.025481,-0.002155,-0.034210,0.050665
-0.206259,-0.009295,0.031819,-0.002327,-0.036173,0.048561
-0.201717,-0.009280,0.037795,-0.001702,-0.036444,0.047086
-0.195963,-0.010546,0.043411,-0.000684,-0.034692,0.046473
-0.188495,-0.012596,0.049211,0.000146,-0.030622,0.047015
-0.179631,-0.014604,0.055580,0.000361,-0.024256,0.048839
-0.170131,-0.015624,0.062207,-0.000130,-0.016007,0.051786
-0.160675,-0.014922,0.068337,-0.001081,-0.006594,0.055433
-0.151632,-0.012004,0.073250,-0.002018,0.003063,0.059192
-0.143391,-0.006845,0.076214,-0.002452,0.012034,0.062433
-0.136586,-0.000214,0.076427,-0.002074,0.019528,0.064598
-0.131575,0.006825,0.073519,-0.000859,0.024994,0.065341
-0.128006,0.013627,0.067785,0.000949,0.028177,0.064618
-0.125032,0.019872,0.059924,0.002960,0.029117,0.062630
-0.121710,0.025215,0.050891,0.004772,0.028040,0.059678
-0.117351,0.029368,0.041820,0.006083,0.025274,0.056014
-0.111726,0.032171,0.033802,0.006743,0.021214,0.051772
-0.104853,0.033524,0.027583,0.006751,0.016354,0.046975
-0.096748,0.033635,0.023516,0.006172,0.011279,0.041497
-0.087782,0.033086,0.021663,0.005076,0.006570,0.035179
-0.079185,0.032315,0.021901,0.003554,0.002680,0.028145
-0.072800,0.031440,0.024058,0.001724,-0.000235,0.020818
-0.070302,0.030641,0.027950,-0.000179,-0.002330,0.013700
-0.072407,0.030149,0.033232,-0.001723,-0.003888,0.007223
-0.078337,0.030009,0.039289,-0.002415,-0.005098,0.001686
-0.086170,0.030228,0.045330,-0.001934,-0.005929,-0.002755
-0.093844,0.030842,0.050327,-0.000278,-0.006145,-0.006074
-0.099863,0.031805,0.052969,0.002242,-0.005448,-0.008351
-0.103569,0.033131,0.052134,0.005112,-0.003686,-0.009785
-0.105191,0.035007,0.047414,0.007744,-0.000984,-0.010696
-0.105830,0.037516,0.039393,0.009612,0.002279,-0.011464
-0.107239,0.040557,0.029541,0.010344,0.005596,-0.012475
-0.111037,0.044143,0.019612,0.009821,0.008489,-0.014022
-0.117922,0.048174,0.011123,0.008256,0.010536,-0.016169
-0.127645,0.052128,0.005074,0.006106,0.011384,-0.018774
-0.139289,0.055418,0.001846,0.003880,0.010844,-0.021604
-0.151553,0.057727,0.001339,0.001994,0.008959,-0.024414
-0.163318,0.058995,0.003089,0.000683,0.006035,-0.026981
-0.173916,0.059329,0.006320,-0.000039,0.002597,-0.029140
-0.183048,0.058741,0.010189,-0.000335,-0.000791,-0.030828
-0.190823,0.057168,0.014222,-0.000450,-0.003670,-0.032106
-0.197591,0.054972,0.018435,-0.000590,-0.005697,-0.033109
-0.203779,0.052972,0.023016,-0.000847,-0.006610,-0.033957
-0.210045,0.051603,0.027989,-0.001215,-0.006253,-0.034693
-0.217212,0.050396,0.032882,-0.001634,-0.004638,-0.035305
-0.225813,0.048775,0.036723,-0.001990,-0.002027,-0.035761
-0.235785,0.046925,0.038558,-0.002103,0.001063,-0.036034
-0.246496,0.045435,0.038037,-0.001824,0.004043,-0.036103
-0.256917,0.044695,0.035428,-0.001147,0.006463,-0.035946
-0.266056,0.044834,0.031190,-0.000197,0.008152,-0.035539
-0.273283,0.045632,0.025706,0.000807,0.009210,-0.034859
-0.278271,0.046393,0.019297,0.001589,0.009847,-0.033913
-0.280864,0.046295,0.012362,0.001869,0.010161,-0.032823
-0.281072,0.044941,0.005490,0.001453,0.010028,-0.031875
-0.279372,0.042460,-0.000503,0.000286,0.009234,-0.031420
-0.276904,0.039136,-0.004693,-0.001547,0.007666,-0.031694
-0.274992,0.035212,-0.006304,-0.003863,0.005382,-0.032692
-0.274416,0.030994,-0.004816,-0.006399,0.002594,-0.034150
-,-,-,-,-,-
-0.004928,0.000341,0.000554,-0.000213,-0.000102,-0.000652
-0.028377,0.001944,0.003279,-0.001209,-0.000566,-0.003739
-0.078496,0.005202,0.009437,-0.003255,-0.001413,-0.010251
-0.144986,0.009044,0.018284,-0.005735,-0.002037,-0.018640
-0.208901,0.012029,0.027618,-0.007665,-0.001604,-0.026222
-0.256626,0.013480,0.035060,-0.008416,0.000259,-0.031211
-0.284065,0.013325,0.038772,-0.007910,0.003261,-0.033264
-0.294658,0.011888,0.037943,-0.006516,0.006683,-0.033053
-0.294987,0.009884,0.032951,-0.004811,0.009682,-0.031643
-0.291162,0.008121,0.025310,-0.003324,0.011575,-0.030023
-0.287271,0.007047,0.017329,-0.002368,0.012033,-0.028847
-0.285415,0.006478,0.011082,-0.002043,0.011183,-0.028323
-0.286191,0.005971,0.007459,-0.002331,0.009546,-0.028227
-0.288993,0.005379,0.006210,-0.003151,0.007794,-0.028110
-0.292487,0.004682,0.006570,-0.004345,0.006508,-0.027586
-0.295546,0.003726,0.007952,-0.005675,0.006042,-0.026524
-0.298008,0.002399,0.010293,-0.006863,0.006504,-0.025049
-0.300680,0.000718,0.013567,-0.007662,0.007790,-0.023388
-0.304760,-0.001214,0.017033,-0.007891,0.009619,-0.021746
-0.310978,-0.003087,0.019491,-0.007493,0.011524,-0.020299
-0.319200,-0.004304,0.020186,-0.006558,0.012950,-0.019215
-0.328829,-0.004333,0.019080,-0.005254,0.013481,-0.018588
-0.339248,-0.003110,0.016378,-0.003786,0.013022,-0.018358
-0.350080,-0.001120,0.012356,-0.002390,0.011766,-0.018313
-0.361291,0.000744,0.007808,-0.001273,0.010064,-0.018127
-0.372724,0.001676,0.003672,-0.000607,0.008291,-0.017442
-0.383775,0.001627,0.000190,-0.000564,0.006686,-0.016071
-0.393864,0.001337,-0.002749,-0.001227,0.005244,-0.014109
-0.402781,0.001399,-0.004830,-0.002449,0.003799,-0.011825
-0.410504,0.001652,-0.005332,-0.003894,0.002165,-0.009501
-0.416978,0.001723,-0.003701,-0.005202,0.000283,-0.007282
-0.421999,0.001507,0.000061,-0.006096,-0.001729,-0.005147
-0.425409,0.001149,0.005261,-0.006402,-0.003670,-0.002989
-0.427321,0.001009,0.010654,-0.006021,-0.005383,-0.000649
-0.427862,0.001389,0.014987,-0.004945,-0.006781,0.002072
-0.426866,0.002161,0.017586,-0.003324,-0.007778,0.005275
-0.424004,0.002821,0.018481,-0.001437,-0.008276,0.008918
-0.419027,0.003026,0.018012,0.000389,-0.008207,0.012863
-0.411900,0.002988,0.016431,0.001864,-0.007596,0.016925
-0.402933,0.003100,0.013971,0.002820,-0.006588,0.020898
-0.392794,0.003425,0.011082,0.003222,-0.005443,0.024582
-0.382264,0.003804,0.008461,0.003130,-0.004446,0.027830
-0.371951,0.004152,0.006807,0.002666,-0.003808,0.030598
-0.362086,0.004447,0.006524,0.002002,-0.003600,0.032930
-0.352604,0.004614,0.007664,0.001329,-0.003751,0.034919
-0.343466,0.004516,0.010035,0.000790,-0.004138,0.036646
-0.334823,0.003983,0.013233,0.000434,-0.004652,0.038145
-0.326980,0.002991,0.016766,0.000242,-0.005244,0.039382
-0.320457,0.001779,0.020283,0.000200,-0.005978,0.040280
-0.315934,0.000541,0.023397,0.000305,-0.007012,0.040810
-0.313612,-0.000524,0.025635,0.000517,-0.008464,0.041048
-0.312641,-0.000937,0.026912,0.000774,-0.010333,0.041113
-0.311461,-0.000448,0.027778,0.001071,-0.012447,0.041133
-0.308654,0.000524,0.029142,0.001456,-0.014440,0.041269
-0.303543,0.001357,0.031577,0.001912,-0.015835,0.041727
-0.296298,0.001899,0.034827,0.002328,-0.016192,0.042702
-0.287666,0.002493,0.038059,0.002596,-0.015308,0.044275
-0.278589,0.003444,0.040415,0.002707,-0.013333,0.046350
-0.269969,0.004696,0.041433,0.002701,-0.010676,0.048713
-0.262582,0.005993,0.041130,0.002610,-0.007849,0.051098
-0.256833,0.007042,0.039817,0.002435,-0.005342,0.053230
-0.252652,0.007507,0.037976,0.002166,-0.003586,0.054835
-0.249710,0.007234,0.036291,0.001785,-0.002912,0.055693
-0.247374,0.006526,0.035683,0.001298,-0.003527,0.055685
-0.244601,0.005956,0.036981,0.000804,-0.005406,0.054850
-0.240402,0.006039,0.040302,0.000486,-0.008162,0.053422
-0.234303,0.007062,0.045014,0.000538,-0.011183,0.051756
-0.226214,0.008931,0.050125,0.001084,-0.013903,0.050166
-0.216108,0.011236,0.054551,0.002129,-0.015965,0.048815
-0.204076,0.013601,0.057533,0.003572,-0.017260,0.047713
-0.190549,0.015865,0.058935,0.005229,-0.017846,0.046784
-0.176122,0.018082,0.059083,0.006889,-0.017818,0.045918
-0.161228,0.020520,0.058458,0.008373,-0.017242,0.045001
-0.146288,0.023485,0.057434,0.009573,-0.016192,0.043921
-0.131942,0.027114,0.056208,0.010468,-0.014797,0.042578
-0.118834,0.031383,0.054879,0.011121,-0.013203,0.040899
-0.107338,0.036158,0.053383,0.011649,-0.011518,0.038850
-0.097535,0.041261,0.051389,0.012176,-0.009817,0.036423
-0.089210,0.046562,0.048365,0.012787,-0.008182,0.033586
-0.081836,0.051892,0.043926,0.013475,-0.006743,0.030274
-0.074969,0.056811,0.038281,0.014092,-0.005674,0.026516
-0.068546,0.060725,0.032248,0.014382,-0.005112,0.022476
-0.062582,0.063321,0.026917,0.014141,-0.005029,0.018371
-0.056978,0.064810,0.023290,0.013306,-0.005196,0.014419
-0.051880,0.065788,0.021911,0.011960,-0.005239,0.010796
-0.047951,0.066875,0.022630,0.010302,-0.004742,0.007612
-0.046009,0.068342,0.024624,0.008609,-0.003387,0.004924
-0.046504,0.070006,0.026700,0.007151,-0.001057,0.002758
-0.049388,0.071501,0.027789,0.006094,0.002171,0.001109
-0.054239,0.072556,0.027305,0.005431,0.006104,-0.000067
-0.060335,0.073042,0.025213,0.005018,0.010495,-0.000875
-0.066807,0.073032,0.021947,0.004633,0.015044,-0.001507
-0.073040,0.072905,0.018270,0.004084,0.019397,-0.002240
-0.079153,0.073336,0.014944,0.003304,0.023128,-0.003445
-0.085876,0.074967,0.012295,0.002400,0.025783,-0.005481
-0.093696,0.077903,0.009974,0.001612,0.026920,-0.008536
-0.102466,0.081631,0.007107,0.001172,0.026190,-0.012651
-0.111720,0.085344,0.002940,0.001151,0.023486,-0.017753
-0.121053,0.088140,-0.002628,0.001392,0.019020,-0.023635
-0.130448,0.089082,-0.008922,0.001540,0.013305,-0.029931
-0.140297,0.087432,-0.014603,0.001132,0.007066,-0.036126
-0.150858,0.082978,-0.018034,-0.000238,0.001091,-0.041644
-0.161835,0.076110,-0.017745,-0.002738,-0.003900,-0.045982
-0.172732,0.067839,-0.013025,-0.006160,-0.007365,-0.048882
-0.183467,0.059677,-0.004292,-0.009912,-0.008972,-0.050397
-0.194367,0.052889,0.007162,-0.013234,-0.008617,-0.050747
-0.205582,0.047834,0.019603,-0.015478,-0.006421,-0.050130
-0.216513,0.044238,0.030991,-0.016300,-0.002757,-0.048701
-0.225825,0.041715,0.039059,-0.015662,0.001762,-0.046663
-0.232297,0.039866,0.042057,-0.013789,0.006374,-0.044369
-0.235927,0.038376,0.039731,-0.011222,0.010291,-0.042333
-0.238072,0.037183,0.033330,-0.008711,0.012902,-0.041062
-0.240349,0.036373,0.024847,-0.006917,0.013915,-0.040826
-0.243641,0.035943,0.016361,-0.006178,0.013334,-0.041592
-0.248079,0.035714,0.009654,-0.006456,0.011413,-0.043104
-0.253368,0.035397,0.005865,-0.007432,0.008627,-0.044977
-0.258957,0.034567,0.005137,-0.008684,0.005596,-0.046767
-0.264155,0.032569,0.006655,-0.009867,0.002948,-0.048059
-0.268510,0.028840,0.009329,-0.010834,0.001111,-0.048633
-0.272071,0.023553,0.012461,-0.011647,0.000196,-0.048546
-0.275314,0.017741,0.015883,-0.012421,0.000032,-0.048049
-0.278989,0.012698,0.019733,-0.013138,0.000309,-0.047423
-0.283866,0.009223,0.023975,-0.013616,0.000767,-0.046839
-0.290302,0.007436,0.028110,-0.013587,0.001321,-0.046267
-0.297764,0.007106,0.031447,-0.012865,0.002037,-0.045505
-0.304808,0.007717,0.033280,-0.011494,0.003014,-0.044342
-0.309759,0.008408,0.032876,-0.009745,0.004271,-0.042713
-0.311618,0.008222,0.029855,-0.008009,0.005633,-0.040792
-,-,-,-,-,-
-0.005512,-0.000159,0.000231,-0.000157,0.000067,-0.000677
-0.031959,-0.001025,0.001397,-0.000966,0.000315,-0.003905
-0.089231,-0.003050,0.004161,-0.002879,0.000620,-0.010822
-0.166639,-0.005686,0.008573,-0.005736,0.000588,-0.020021
-0.242864,-0.007739,0.014294,-0.008807,-0.000052,-0.028864
-0.301278,-0.008662,0.020860,-0.011225,-0.001146,-0.035369
-0.335209,-0.008880,0.027596,-0.012353,-0.002154,-0.038766
-0.346952,-0.009215,0.033420,-0.012031,-0.002471,-0.039295
-0.343914,-0.010533,0.036884,-0.010579,-0.001775,-0.037772
-0.334511,-0.013355,0.037124,-0.008627,-0.000243,-0.035180
-0.325698,-0.017555,0.035163,-0.006902,0.001523,-0.032319
-0.321757,-0.022653,0.033540,-0.005953,0.002925,-0.029602
-0.323691,-0.027767,0.034010,-0.005912,0.003716,-0.027211
-0.330102,-0.031501,0.036421,-0.006457,0.003949,-0.025298
-0.339002,-0.032703,0.039981,-0.006994,0.003802,-0.023885
-0.349003,-0.031280,0.044140,-0.006903,0.003514,-0.022764
-0.359391,-0.028172,0.048067,-0.005848,0.003350,-0.021544
-0.369397,-0.024426,0.050563,-0.003925,0.003539,-0.019865
-0.378029,-0.020669,0.050679,-0.001483,0.004150,-0.017679
-0.384967,-0.017371,0.048067,0.001094,0.005035,-0.015220
-0.391005,-0.014768,0.042982,0.003367,0.005963,-0.012676
-0.397184,-0.012635,0.035902,0.004862,0.006761,-0.010023
-0.403782,-0.010506,0.027470,0.005300,0.007269,-0.007172
-0.410182,-0.008153,0.018892,0.004757,0.007274,-0.004134
-0.415434,-0.005861,0.011874,0.003566,0.006593,-0.001042
-0.418709,-0.004075,0.007948,0.002161,0.005189,0.001970
-0.419534,-0.002828,0.007477,0.000944,0.003205,0.004814
-0.418148,-0.001724,0.009268,0.000208,0.000897,0.007385
-0.415612,-0.000377,0.011368,0.000117,-0.001525,0.009570
-0.413091,0.001120,0.012362,0.000682,-0.003956,0.011392
-0.410983,0.002120,0.012032,0.001749,-0.006329,0.013087
-0.408639,0.002026,0.011002,0.003012,-0.008516,0.014997
-0.404747,0.000863,0.010113,0.004115,-0.010271,0.017423
-0.398124,-0.000900,0.010011,0.004773,-0.011277,0.020501
-0.388330,-0.002820,0.010880,0.004864,-0.011256,0.024152
-0.375832,-0.004603,0.012471,0.004414,-0.010153,0.028107
-0.361885,-0.005942,0.014434,0.003565,-0.008235,0.031978
-0.348119,-0.006505,0.016582,0.002538,-0.005984,0.035405
-0.335913,-0.006157,0.018881,0.001604,-0.003895,0.038188
-0.325841,-0.005061,0.021241,0.001005,-0.002286,0.040306
-0.317472,-0.003535,0.023341,0.000868,-0.001236,0.041859
-0.309802,-0.001883,0.024592,0.001127,-0.000666,0.042966
-0.302196,-0.000432,0.024460,0.001547,-0.000520,0.043638
-0.294873,0.000426,0.023095,0.001854,-0.000862,0.043751
-0.288755,0.000344,0.021469,0.001823,-0.001821,0.043252
-0.284906,-0.000625,0.020919,0.001286,-0.003448,0.042363
-0.283545,-0.001839,0.022404,0.000238,-0.005590,0.041460
-0.283621,-0.002543,0.025973,-0.001037,-0.007897,0.040854
-0.283597,-0.002441,0.030994,-0.002086,-0.009920,0.040679
-0.282413,-0.001843,0.036728,-0.002537,-0.011205,0.040941
-0.279735,-0.001240,0.042461,-0.002300,-0.011385,0.041615
-0.275739,-0.000738,0.047397,-0.001552,-0.010283,0.042702
-0.270788,-0.000070,0.050788,-0.000562,-0.008019,0.044171
-0.265233,0.001066,0.052193,0.000460,-0.005023,0.045888
-0.259475,0.002887,0.051555,0.001396,-0.001900,0.047628
-0.254065,0.005516,0.049045,0.002189,0.000730,0.049097
-0.249627,0.008831,0.045075,0.002829,0.002370,0.050010
-0.246767,0.012373,0.040324,0.003309,0.002745,0.050189
-0.245876,0.015579,0.035496,0.003610,0.001821,0.049619
-0.246687,0.018107,0.031302,0.003718,-0.000227,0.048463
-0.248072,0.019890,0.028540,0.003657,-0.003040,0.047013
-0.248391,0.021041,0.027758,0.003499,-0.006108,0.045578
-0.246083,0.021795,0.028933,0.003351,-0.008843,0.044384
-0.240335,0.022350,0.031493,0.003308,-0.010761,0.043529
-0.231431,0.022723,0.034512,0.003404,-0.011658,0.042980
-0.220421,0.022903,0.037200,0.003609,-0.011651,0.042641
-0.208414,0.022985,0.039355,0.003864,-0.011084,0.042427
-0.196032,0.023076,0.041247,0.004127,-0.010325,0.042254
-0.183362,0.023342,0.043259,0.004416,-0.009604,0.042016
-0.170379,0.024120,0.045570,0.004779,-0.008952,0.041586
-0.157293,0.025884,0.047856,0.005257,-0.008224,0.040814
-0.144674,0.029003,0.049411,0.005885,-0.007237,0.039589
-0.133411,0.033369,0.049591,0.006669,-0.005927,0.037937
-0.124212,0.038443,0.048081,0.007560,-0.004341,0.036023
-0.117083,0.043593,0.044992,0.008446,-0.002564,0.034057
-0.111380,0.048268,0.040904,0.009181,-0.000682,0.032218
-0.106158,0.052038,0.036556,0.009625,0.001222,0.030566
-0.100515,0.054623,0.032409,0.009697,0.003040,0.028983
-0.093867,0.056045,0.028653,0.009407,0.004626,0.027212
-0.086068,0.056630,0.025438,0.008804,0.005800,0.024983
-0.077534,0.056751,0.023037,0.007907,0.006399,0.022137
-0.069212,0.056811,0.021896,0.006687,0.006347,0.018682
-0.062295,0.057257,0.022260,0.005166,0.005713,0.014743
-0.057853,0.058344,0.023801,0.003501,0.004698,0.010512
-0.056342,0.059965,0.025858,0.001927,0.003554,0.006211
-0.057433,0.061668,0.027830,0.000640,0.002524,0.002030
-0.060289,0.062847,0.029350,-0.000264,0.001810,-0.001939
-0.064125,0.063121,0.030385,-0.000793,0.001561,-0.005655
-0.068674,0.062594,0.031197,-0.001020,0.001883,-0.009107
-0.074103,0.061759,0.032009,-0.001021,0.002810,-0.012326
-0.080718,0.061264,0.032632,-0.000808,0.004288,-0.015378
-0.088789,0.061639,0.032434,-0.000370,0.006130,-0.018342
