282-,-,-,-,-,-
-0.170760,0.040083,0.015320,-0.001898,0.004558,-0.052800
-0.178764,0.033321,0.017420,-0.002851,0.006902,-0.052511
-0.186981,0.026884,0.020189,-0.003589,0.009691,-0.052057
-0.195490,0.021324,0.023114,-0.004056,0.012514,-0.051730
-0.204454,0.017068,0.025494,-0.004163,0.014992,-0.051755
-0.214030,0.014159,0.026594,-0.003838,0.016822,-0.052261
-0.224272,0.012265,0.025780,-0.003117,0.017811,-0.053267
-0.235011,0.010804,0.022748,-0.002198,0.017891,-0.054678
-0.245847,0.009070,0.017948,-0.001413,0.017120,-0.056305
-0.256400,0.006544,0.012696,-0.001147,0.015699,-0.057918
-0.266766,0.003222,0.008480,-0.001650,0.013955,-0.059312
-0.277599,-0.000505,0.006257,-0.002898,0.012264,-0.060342
-0.289604,-0.004270,0.006324,-0.004617,0.010921,-0.060912
-0.303151,-0.007844,0.008512,-0.006399,0.010051,-0.060947
-0.317973,-0.011069,0.012274,-0.007840,0.009584,-0.060423
-0.333006,-0.014019,0.016881,-0.008624,0.009260,-0.059400
-0.347107,-0.017042,0.021948,-0.008584,0.008712,-0.058024
-0.359850,-0.020529,0.027326,-0.007814,0.007704,-0.056427
-0.371638,-0.024465,0.032314,-0.006722,0.006271,-0.054588
-0.383111,-0.027844,0.035906,-0.005748,0.004699,-0.052435
-0.394556,-0.029255,0.037762,-0.004972,0.003437,-0.050035
-0.406224,-0.028374,0.038155,-0.004110,0.002929,-0.047526
-0.418657,-0.026122,0.037271,-0.002849,0.003447,-0.044935
-0.432376,-0.023526,0.035161,-0.001137,0.004975,-0.042109
-0.447806,-0.021090,0.032369,0.000801,0.007217,-0.038752
-0.465224,-0.019089,0.029847,0.002701,0.009827,-0.034480
-0.483868,-0.017647,0.027683,0.004385,0.012574,-0.028963
-0.501416,-0.016517,0.024669,0.005737,0.015207,-0.022232
-0.515013,-0.015291,0.019561,0.006703,0.017271,-0.014784
-0.522655,-0.013555,0.012016,0.007191,0.018179,-0.007344
-0.523736,-0.010727,0.002736,0.007035,0.017341,-0.000555
-0.519063,-0.006644,-0.006451,0.006227,0.014445,0.005219
-0.510310,-0.002310,-0.013239,0.005049,0.009836,0.009924
-0.499054,0.000720,-0.016215,0.003856,0.004439,0.013753
-0.486416,0.001521,-0.015524,0.002846,-0.000742,0.017048
-0.473267,0.000128,-0.012304,0.002019,-0.005018,0.020153
-0.460295,-0.002851,-0.007840,0.001299,-0.008131,0.023316
-0.447850,-0.006625,-0.003142,0.000642,-0.010169,0.026664
-0.435831,-0.010381,0.001119,0.000076,-0.011384,0.030207
-0.423883,-0.013504,0.004654,-0.000319,-0.012039,0.033878
-0.411736,-0.015855,0.007565,-0.000466,-0.012305,0.037597
-0.399267,-0.017711,0.010167,-0.000365,-0.012241,0.041339
-0.386302,-0.019318,0.012616,-0.000124,-0.011836,0.045107
-0.372620,-0.020575,0.014712,0.000088,-0.011107,0.048852
-0.358427,-0.021442,0.016228,0.000149,-0.010182,0.052423
-0.344511,-0.022372,0.017186,-0.000016,-0.009340,0.055657
-0.331581,-0.023628,0.017791,-0.000510,-0.008915,0.058477
-0.319801,-0.024750,0.018443,-0.001329,-0.009123,0.060820
-0.308815,-0.025285,0.019714,-0.002234,-0.009965,0.062565
-0.297896,-0.025238,0.022003,-0.002894,-0.011219,0.063649
-0.286302,-0.024702,0.025197,-0.003115,-0.012510,0.064168
-0.273814,-0.023683,0.028656,-0.002922,-0.013476,0.064342
-0.260900,-0.022271,0.031545,-0.002493,-0.013922,0.064404
-0.248231,-0.020616,0.033311,-0.002056,-0.013858,0.064516
-0.236123,-0.018699,0.033982,-0.001804,-0.013435,0.064754
-0.224536,-0.016401,0.034062,-0.001824,-0.012833,0.065101
-0.213312,-0.013758,0.034183,-0.002070,-0.012195,0.065455
-0.202110,-0.010915,0.034713,-0.002389,-0.011647,0.065657
-0.190330,-0.007950,0.035582,-0.002599,-0.011344,0.065508
-0.177397,-0.004864,0.036460,-0.002570,-0.011474,0.064771
-0.162990,-0.001558,0.037111,-0.002252,-0.012227,0.063125
-0.147250,0.002108,0.037576,-0.001670,-0.013682,0.060290
-0.131080,0.006116,0.038116,-0.000920,-0.015653,0.056281
-0.115762,0.010251,0.039063,-0.000123,-0.017713,0.051432
-0.102357,0.014279,0.040645,0.000614,-0.019368,0.046224
-0.091521,0.018072,0.042834,0.001240,-0.020204,0.041136
-0.083349,0.021575,0.045331,0.001792,-0.019997,0.036516
-0.077395,0.024708,0.047694,0.002367,-0.018742,0.032520
-0.072981,0.027358,0.049562,0.003035,-0.016593,0.029164
-0.069421,0.029440,0.050772,0.003778,-0.013786,0.026406
-0.066008,0.031030,0.051260,0.004501,-0.010605,0.024156
-0.062049,0.032424,0.050919,0.005087,-0.007391,0.022223
-0.057086,0.033936,0.049792,0.005454,-0.004517,0.020287
-0.051111,0.035721,0.048333,0.005560,-0.002293,0.017961
-0.044749,0.037817,0.047112,0.005403,-0.000849,0.014948
-0.039131,0.040271,0.046306,0.005045,-0.000094,0.011081
-0.035261,0.043082,0.045688,0.004612,0.000201,0.006331
-0.033714,0.046022,0.044982,0.004244,0.000300,0.000919
-0.034826,0.048679,0.044086,0.004016,0.000465,-0.004729
-0.038665,0.050718,0.042956,0.003935,0.000933,-0.010170
-0.044967,0.052029,0.041456,0.003973,0.001887,-0.015063
-0.053306,0.052664,0.039396,0.004071,0.003390,-0.019232
-0.063186,0.052760,0.036708,0.004136,0.005346,-0.022660
-0.073985,0.052592,0.033561,0.004057,0.007526,-0.025440
-0.084986,0.052531,0.030268,0.003751,0.009636,-0.027723
-0.095547,0.052829,0.027082,0.003221,0.011413,-0.029726
-0.105296,0.053509,0.024150,0.002588,0.012678,-0.031722
-0.114152,0.054410,0.021566,0.002008,0.013365,-0.033955
-0.122245,0.055197,0.019252,0.001577,0.013517,-0.036551
-0.129919,0.055411,0.016960,0.001285,0.013208,-0.039533
-0.137905,0.054493,0.014563,0.001003,0.012460,-0.042902
-0.147146,0.051940,0.012266,0.000534,0.011272,-0.046647
-0.158239,0.047687,0.010532,-0.000291,0.009688,-0.050625
-0.171322,0.042203,0.009882,-0.001516,0.007810,-0.054573
-0.185983,0.036171,0.010680,-0.003031,0.005803,-0.058186
-0.201078,0.030142,0.013024,-0.004610,0.003923,-0.061153
-0.215169,0.024377,0.016739,-0.006036,0.002493,-0.063222
-0.227274,0.018928,0.021439,-0.007168,0.001850,-0.064274
-0.237318,0.013791,0.026538,-0.007937,0.002232,-0.064369
-0.246088,0.008942,0.031279,-0.008301,0.003663,-0.063738
-0.254800,0.004330,0.034985,-0.008267,0.005906,-0.062698
-0.264573,-0.000026,0.037352,-0.007922,0.008515,-0.061527
-0.275967,-0.003858,0.038408,-0.007387,0.011010,-0.060369
-0.288846,-0.006761,0.038270,-0.006756,0.013062,-0.059215
-0.302589,-0.008549,0.037023,-0.006077,0.014582,-0.057953
-0.316457,-0.009522,0.034763,-0.005391,0.015643,-0.056459
-0.329827,-0.010346,0.031702,-0.004784,0.016290,-0.054728
-0.342160,-0.011565,0.028326,-0.004373,0.016435,-0.052993
-0.353346,-0.013340,0.025488,-0.004219,0.015924,-0.051612
-0.364152,-0.015470,0.024133,-0.004274,0.014715,-0.050728
-0.375924,-0.017542,0.024740,-0.004379,0.012975,-0.050117
-0.389707,-0.019391,0.026864,-0.004311,0.011011,-0.049369
-0.405491,-0.020967,0.029346,-0.003902,0.009142,-0.048142
-0.422434,-0.021894,0.031058,-0.003084,0.007637,-0.046277
-0.439753,-0.021770,0.031358,-0.001841,0.006701,-0.043783
-0.456955,-0.020707,0.030061,-0.000223,0.006443,-0.040682
-0.473482,-0.019389,0.027240,0.001583,0.006838,-0.036905
-,-,-,-,-,-
-0.009483,-0.000272,0.000118,0.000070,0.000175,-0.000233
-0.054713,-0.001506,0.000650,0.000396,0.000997,-0.001268
-0.151837,-0.003953,0.001684,0.001094,0.002696,-0.003139
-0.281527,-0.006852,0.002860,0.002050,0.004767,-0.004685
-0.406975,-0.009246,0.003759,0.003058,0.006367,-0.004439
-0.500166,-0.010749,0.004187,0.003956,0.006912,-0.001749
-0.550029,-0.011531,0.004127,0.004653,0.006256,0.003096
-0.560231,-0.011980,0.003781,0.005090,0.004593,0.009264
-0.542862,-0.012361,0.003497,0.005224,0.002313,0.015799
-0.511993,-0.012749,0.003494,0.005057,-0.000160,0.021938
-0.479190,-0.013220,0.003757,0.004653,-0.002496,0.027261
-0.451330,-0.013867,0.004181,0.004122,-0.004545,0.031660
-0.430595,-0.014659,0.004733,0.003575,-0.006348,0.035224
-0.415895,-0.015506,0.005510,0.003087,-0.008020,0.038158
-0.404558,-0.016369,0.006686,0.002687,-0.009620,0.040717
-0.393931,-0.017251,0.008428,0.002405,-0.011097,0.043142
-0.382506,-0.018359,0.010782,0.002271,-0.012302,0.045633
-0.369879,-0.019924,0.013544,0.002212,-0.013051,0.048353
-0.355873,-0.021627,0.016311,0.002060,-0.013234,0.051398
-0.340193,-0.022757,0.018763,0.001728,-0.012891,0.054700
-0.322945,-0.022911,0.020836,0.001308,-0.012221,0.057950
-0.304784,-0.022140,0.022612,0.000960,-0.011460,0.060759
-0.286552,-0.020609,0.024078,0.000787,-0.010738,0.062868
-0.268980,-0.018428,0.025034,0.000797,-0.010030,0.064218
-0.252526,-0.015824,0.025289,0.000893,-0.009228,0.064913
-0.237377,-0.013216,0.024951,0.000888,-0.008258,0.065156
-0.223512,-0.010920,0.024432,0.000594,-0.007159,0.065147
-0.210703,-0.008926,0.024170,-0.000076,-0.006120,0.064994
-0.198515,-0.007059,0.024451,-0.001056,-0.005426,0.064642
-0.186538,-0.005228,0.025386,-0.002159,-0.005378,0.063889
-0.174663,-0.003452,0.026975,-0.003179,-0.006121,0.062510
-0.163068,-0.001737,0.029210,-0.003977,-0.007524,0.060416
-0.151999,-0.000017,0.032127,-0.004504,-0.009212,0.057721
-0.141547,0.001921,0.035776,-0.004741,-0.010644,0.054680
-0.131593,0.004395,0.040033,-0.004639,-0.011286,0.051564
-0.121976,0.007577,0.044270,-0.004137,-0.010846,0.048575
-0.112663,0.011372,0.047497,-0.003221,-0.009386,0.045760
-0.103888,0.015511,0.049023,-0.001966,-0.007260,0.043005
-0.096070,0.019641,0.048776,-0.000553,-0.004948,0.040137
-0.089568,0.023492,0.047095,0.000799,-0.002898,0.037023
-0.084540,0.027002,0.044462,0.001929,-0.001437,0.033612
-0.080739,0.030179,0.041422,0.002777,-0.000727,0.029928
-0.077477,0.032945,0.038595,0.003349,-0.000771,0.026055
-0.073941,0.035149,0.036533,0.003657,-0.001424,0.022081
-0.069708,0.036675,0.035498,0.003693,-0.002447,0.018028
-0.065024,0.037642,0.035410,0.003457,-0.003551,0.013868
-0.060524,0.038372,0.035966,0.002984,-0.004430,0.009595
-0.057037,0.039093,0.036779,0.002327,-0.004820,0.005289
-0.055538,0.039852,0.037440,0.001532,-0.004554,0.001079
-0.056677,0.040593,0.037647,0.000641,-0.003614,-0.002927
-0.060408,0.041271,0.037476,-0.000294,-0.002182,-0.006610
-0.066151,0.041953,0.037330,-0.001181,-0.000528,-0.009880
-0.073079,0.042735,0.037538,-0.001891,0.001156,-0.012735
-0.080460,0.043613,0.038137,-0.002286,0.002818,-0.015259
-0.087977,0.044623,0.038803,-0.002277,0.004480,-0.017594
-0.095721,0.045952,0.038808,-0.001845,0.006125,-0.019895
-0.103931,0.047668,0.037351,-0.001062,0.007594,-0.022322
-0.112725,0.049465,0.034034,-0.000121,0.008583,-0.025019
-0.121858,0.050967,0.028928,0.000689,0.008796,-0.028047
-0.130746,0.052004,0.022483,0.001070,0.008089,-0.031351
-0.138958,0.052312,0.015728,0.000810,0.006527,-0.034799
-0.146577,0.051402,0.010225,-0.000194,0.004388,-0.038224
-0.154065,0.049008,0.007399,-0.001904,0.002094,-0.041448
-0.162102,0.045281,0.007961,-0.004112,0.000104,-0.044310
-0.171339,0.040592,0.011788,-0.006453,-0.001203,-0.046716
-0.181866,0.035438,0.017821,-0.008483,-0.001602,-0.048603
-0.193127,0.030274,0.024369,-0.009839,-0.001043,-0.049940
-0.204394,0.025319,0.029984,-0.010403,0.000351,-0.050725
-0.215197,0.020629,0.033953,-0.010333,0.002340,-0.050970
-0.225302,0.016293,0.036173,-0.009930,0.004627,-0.050720
-0.234462,0.012434,0.036931,-0.009472,0.006879,-0.050088
-0.242530,0.009133,0.036808,-0.009126,0.008780,-0.049281
-0.249803,0.006478,0.036517,-0.008938,0.010095,-0.048566
-0.256951,0.004565,0.036535,-0.008820,0.010731,-0.048169
-0.264572,0.003445,0.036815,-0.008588,0.010758,-0.048178
-0.272772,0.003060,0.036865,-0.008075,0.010361,-0.048502
-0.281082,0.003117,0.036059,-0.007245,0.009788,-0.048904
-0.288849,0.003033,0.034033,-0.006238,0.009277,-0.049122
-0.295966,0.002042,0.030957,-0.005364,0.009014,-0.049006
-0.303258,-0.000468,0.027536,-0.004979,0.009066,-0.048575
-0.311969,-0.004487,0.024766,-0.005286,0.009309,-0.048000
-0.323054,-0.009244,0.023550,-0.006207,0.009445,-0.047493
-0.336871,-0.013573,0.024546,-0.007381,0.009143,-0.047198
-0.353188,-0.016736,0.027982,-0.008272,0.008201,-0.047106
-0.371531,-0.018867,0.033080,-0.008492,0.006652,-0.046991
-0.391472,-0.020076,0.038213,-0.008043,0.004769,-0.046461
-0.412300,-0.019753,0.041808,-0.007125,0.002963,-0.045216
-0.432942,-0.017413,0.042958,-0.005796,0.001629,-0.043257
-0.452811,-0.013506,0.041648,-0.004002,0.000987,-0.040749
-0.472108,-0.009144,0.038527,-0.001793,0.001017,-0.037780
-0.490769,-0.005369,0.034219,0.000560,0.001478,-0.034259
-0.507660,-0.002692,0.028943,0.002627,0.001980,-0.029993
-0.521331,-0.001247,0.023245,0.004016,0.002145,-0.024873
-0.530817,-0.001081,0.018766,0.004534,0.001814,-0.018868
-0.535459,-0.001915,0.017210,0.004269,0.001135,-0.011970
-0.534872,-0.003238,0.018851,0.003575,0.000400,-0.004381
-0.529297,-0.004880,0.022665,0.002891,-0.000189,0.003453
-0.519502,-0.006823,0.027216,0.002539,-0.000614,0.011054
-0.506318,-0.008801,0.031297,0.002643,-0.000995,0.018064
-0.490494,-0.010534,0.034186,0.003159,-0.001466,0.024283
-0.472760,-0.011920,0.035625,0.003957,-0.002080,0.029657
-0.453898,-0.013037,0.035751,0.004865,-0.002825,0.034233
-0.434697,-0.014193,0.034999,0.005694,-0.003674,0.038132
-0.415775,-0.015651,0.033830,0.006266,-0.004616,0.041489
-0.397502,-0.017151,0.032621,0.006473,-0.005652,0.044397
-0.380233,-0.018158,0.031859,0.006365,-0.006744,0.046912
-0.364560,-0.018749,0.031978,0.006126,-0.007765,0.049140
-0.350977,-0.019304,0.032797,0.005886,-0.008537,0.051278
-0.339138,-0.019534,0.033572,0.005631,-0.008930,0.053542
-0.327877,-0.018923,0.033664,0.005372,-0.008967,0.055973
-0.316015,-0.017548,0.032948,0.005195,-0.008829,0.058371
-0.302809,-0.015886,0.031644,0.005136,-0.008737,0.060452
-0.288073,-0.014302,0.030114,0.005120,-0.008826,0.062025
-0.272250,-0.012877,0.028744,0.005034,-0.009083,0.063032
-0.256165,-0.011539,0.027759,0.004784,-0.009376,0.063533
-0.240635,-0.010198,0.027118,0.004312,-0.009535,0.063658
-0.226288,-0.008756,0.026742,0.003587,-0.009444,0.063548
-0.213588,-0.007038,0.026769,0.002626,-0.009074,0.063309
-0.202726,-0.004874,0.027430,0.001524,-0.008461,0.063002
-0.193464,-0.002239,0.028781,0.000455,-0.007687,0.062654
-0.185091,0.000731,0.030617,-0.000392,-0.006871,0.062269
-0.176516,0.003835,0.032539,-0.000878,-0.006162,0.061799
-0.166711,0.006942,0.034137,-0.000949,-0.005702,0.061105
-0.155007,0.010075,0.035153,-0.000633,-0.005585,0.059908
-0.141277,0.013330,0.035497,-0.000036,-0.005828,0.057895
-0.126281,0.016715,0.035247,0.000660,-0.006351,0.054930
-0.111399,0.020142,0.034660,0.001251,-0.007022,0.051109
-0.098056,0.023484,0.034105,0.001596,-0.007692,0.046667
-,-,-,-,-,-
-0.001366,0.000607,0.000678,0.000013,-0.000147,0.000516
-0.007811,0.003534,0.003970,0.000074,-0.000845,0.002881
-0.021448,0.009879,0.011183,0.000202,-0.002337,0.007660
-0.039331,0.018432,0.021058,0.000382,-0.004333,0.013420
-0.056258,0.026892,0.030948,0.000589,-0.006284,0.018003
-0.068348,0.033595,0.038771,0.000796,-0.007740,0.020072
-0.074079,0.037825,0.043670,0.000958,-0.008445,0.019460
-0.074145,0.039605,0.045943,0.001017,-0.008315,0.016837
-0.070531,0.039506,0.046612,0.000918,-0.007386,0.013196
-0.065375,0.038336,0.046729,0.000627,-0.005761,0.009433
-0.060368,0.036811,0.046897,0.000122,-0.003565,0.006073
-0.056694,0.035505,0.047261,-0.000600,-0.000956,0.003217
-0.055012,0.034902,0.047736,-0.001463,0.001806,0.000694
-0.055391,0.035284,0.048279,-0.002322,0.004412,-0.001755
-0.057571,0.036629,0.048884,-0.003014,0.006588,-0.004414
-0.061352,0.038726,0.049350,-0.003377,0.008113,-0.007563
-0.066746,0.041314,0.049206,-0.003280,0.008835,-0.011406
-0.073895,0.044019,0.047959,-0.002674,0.008694,-0.015995
-0.082831,0.046347,0.045449,-0.001665,0.007758,-0.021173
-0.093307,0.047906,0.042012,-0.000521,0.006227,-0.026606
-0.104790,0.048544,0.038291,0.000452,0.004410,-0.031878
-0.116467,0.048203,0.034922,0.001035,0.002675,-0.036598
-0.127517,0.046823,0.032359,0.001119,0.001366,-0.040497
-0.137505,0.044518,0.030892,0.000686,0.000730,-0.043481
-0.146565,0.041645,0.030615,-0.000180,0.000901,-0.045614
-0.155500,0.038576,0.031351,-0.001286,0.001936,-0.047065
-0.165442,0.035515,0.032707,-0.002391,0.003776,-0.048039
-0.176935,0.032575,0.034192,-0.003277,0.006164,-0.048695
-0.189532,0.029797,0.035338,-0.003798,0.008708,-0.049108
-0.202042,0.027019,0.035870,-0.003915,0.011037,-0.049303
-0.212973,0.023904,0.035782,-0.003700,0.012895,-0.049313
-0.221275,0.020250,0.035267,-0.003314,0.014169,-0.049237
-0.227024,0.016247,0.034599,-0.002960,0.014856,-0.049264
-0.231443,0.012423,0.033966,-0.002779,0.015013,-0.049606
-0.236140,0.009318,0.033361,-0.002790,0.014715,-0.050387
-0.242136,0.007044,0.032762,-0.002909,0.014026,-0.051585
-0.249455,0.005191,0.032336,-0.003025,0.013008,-0.053042
-0.257418,0.003222,0.032309,-0.003044,0.011788,-0.054536
-0.265148,0.000823,0.032741,-0.002896,0.010592,-0.055851
-0.272112,-0.002068,0.033402,-0.002540,0.009670,-0.056844
-0.278639,-0.005439,0.033736,-0.002004,0.009164,-0.057503
-0.285810,-0.009273,0.033207,-0.001427,0.009000,-0.057941
-0.294702,-0.013342,0.031803,-0.001012,0.008893,-0.058305
-0.305780,-0.017141,0.030168,-0.000878,0.008509,-0.058686
-0.318608,-0.020298,0.029494,-0.000871,0.007688,-0.059074
-0.332136,-0.023261,0.030730,-0.000622,0.006574,-0.059297
-0.345586,-0.026685,0.033323,0.000008,0.005558,-0.058957
-0.358750,-0.029740,0.035528,0.000713,0.005121,-0.057544
-0.371489,-0.030822,0.036055,0.001208,0.005624,-0.054852
-0.383546,-0.029776,0.034807,0.001590,0.007136,-0.051206
-0.395163,-0.027725,0.032462,0.002078,0.009425,-0.047191
-0.407564,-0.025487,0.029748,0.002699,0.012061,-0.043265
-0.422606,-0.023275,0.027113,0.003395,0.014544,-0.039573
-0.441711,-0.021251,0.024951,0.004219,0.016428,-0.035937
-0.464185,-0.019451,0.023207,0.005232,0.017425,-0.032071
-0.486714,-0.017348,0.020654,0.006300,0.017359,-0.027807
-0.505486,-0.014092,0.016037,0.007177,0.016151,-0.023122
-0.518338,-0.009531,0.009566,0.007645,0.013915,-0.018130
-0.525192,-0.004495,0.002543,0.007564,0.010920,-0.013002
-0.527313,-0.000038,-0.003394,0.006972,0.007469,-0.007852
-0.525963,0.002837,-0.006774,0.006137,0.003848,-0.002721
-0.521573,0.003275,-0.006981,0.005355,0.000307,0.002376
-0.514060,0.001230,-0.004445,0.004713,-0.002928,0.007431
-0.503576,-0.002391,-0.000123,0.004147,-0.005642,0.012452
-0.490699,-0.006444,0.005027,0.003635,-0.007635,0.017462
-0.476128,-0.010168,0.010139,0.003234,-0.008796,0.022476
-0.460443,-0.013234,0.014389,0.003013,-0.009181,0.027468
-0.444063,-0.015620,0.017202,0.002991,-0.009015,0.032349
-0.427351,-0.017543,0.018515,0.003121,-0.008623,0.036964
-0.410738,-0.019326,0.018790,0.003331,-0.008320,0.041140
-0.394545,-0.021205,0.018760,0.003553,-0.008346,0.044775
-0.378788,-0.023187,0.018994,0.003744,-0.008825,0.047870
-0.363415,-0.024888,0.019669,0.003884,-0.009732,0.050440
-0.348476,-0.025671,0.020732,0.003992,-0.010933,0.052472
-0.334289,-0.025446,0.021965,0.004109,-0.012224,0.054040
-0.321377,-0.024829,0.022991,0.004191,-0.013367,0.055385
-0.309844,-0.024233,0.023472,0.004093,-0.014175,0.056788
-0.299045,-0.023527,0.023393,0.003718,-0.014597,0.058335
-0.288052,-0.022647,0.023199,0.003129,-0.014692,0.059885
-0.276258,-0.021985,0.023497,0.002492,-0.014565,0.061202
-0.263669,-0.021887,0.024646,0.001928,-0.014330,0.062106
-0.250835,-0.022172,0.026750,0.001449,-0.014098,0.062546
-0.238492,-0.022350,0.029666,0.001014,-0.013916,0.062588
-0.227142,-0.021933,0.032856,0.000613,-0.013727,0.062369
-0.216810,-0.020580,0.035594,0.000289,-0.013448,0.062022
-0.206953,-0.018218,0.037424,0.000113,-0.013022,0.061628
-0.196787,-0.015053,0.038329,0.000119,-0.012433,0.061189
-0.185897,-0.011399,0.038591,0.000263,-0.011724,0.060647
-0.174261,-0.007512,0.038488,0.000460,-0.011028,0.059903
-0.161909,-0.003488,0.038131,0.000661,-0.010553,0.058794
-0.148888,0.000686,0.037579,0.000876,-0.010523,0.057098
-0.135448,0.004916,0.036996,0.001139,-0.011053,0.054628
-0.122135,0.008949,0.036640,0.001453,-0.012047,0.051350
-0.109497,0.012664,0.036676,0.001790,-0.013221,0.047417
-0.097769,0.016147,0.037072,0.002113,-0.014205,0.043104
-0.086985,0.019460,0.037754,0.002394,-0.014645,0.038707
-0.077260,0.022582,0.038729,0.002604,-0.014251,0.034481
-0.068796,0.025498,0.039940,0.002728,-0.012848,0.030623
-0.061764,0.028218,0.041116,0.002770,-0.010401,0.027259
-0.056198,0.030723,0.041888,0.002744,-0.007069,0.024429
-0.051899,0.032940,0.041980,0.002662,-0.003191,0.022030
-0.048576,0.034878,0.041283,0.002518,0.000791,0.019792
-0.046104,0.036724,0.039872,0.002322,0.004364,0.017379
-0.044523,0.038679,0.037962,0.002117,0.007052,0.014496
-0.043851,0.040647,0.035764,0.001930,0.008578,0.010971
-0.043973,0.042287,0.033430,0.001700,0.008922,0.006786
-0.044670,0.043389,0.031139,0.001304,0.008280,0.002046
-0.045812,0.043957,0.029135,0.000640,0.006982,-0.003091
-0.047564,0.044019,0.027707,-0.000301,0.005417,-0.008471
-0.050452,0.043548,0.027158,-0.001423,0.003972,-0.013964
-0.055236,0.042545,0.027636,-0.002582,0.002951,-0.019427
-0.062588,0.041144,0.028986,-0.003628,0.002501,-0.024668
-0.072578,0.039646,0.030829,-0.004422,0.002603,-0.029474
-0.084475,0.038354,0.032742,-0.004852,0.003145,-0.033666
-0.097170,0.037318,0.034373,-0.004872,0.004009,-0.037170
-0.109906,0.036327,0.035494,-0.004542,0.005118,-0.040063
-0.122596,0.035178,0.036000,-0.004002,0.006423,-0.042529
-0.135458,0.033793,0.035784,-0.003429,0.007844,-0.044718
-0.148683,0.032074,0.034655,-0.002978,0.009246,-0.046703
-0.162303,0.029914,0.032519,-0.002780,0.010468,-0.048494
-0.176091,0.027284,0.029573,-0.002958,0.011343,-0.050048
-0.189553,0.024135,0.026406,-0.003592,0.011780,-0.051306
-0.202012,0.020374,0.023897,-0.004690,0.011815,-0.052241
-0.212960,0.016045,0.022955,-0.006171,0.011603,-0.052876
-0.222441,0.011365,0.024285,-0.007858,0.011358,-0.053261
-0.230959,0.006634,0.028074,-0.009477,0.011287,-0.053445
-0.239063,0.002187,0.033807,-0.010697,0.011531,-0.053470
-0.246972,-0.001684,0.040388,-0.011192,0.012132,-0.053371
-,-,-,-,-,-
-0.004892,-0.000242,0.000882,-0.000062,0.000309,-0.000947
-0.028251,-0.001544,0.004904,-0.000312,0.001785,-0.005461
-0.078644,-0.004793,0.013030,-0.000736,0.004933,-0.015170
-0.146896,-0.009981,0.023080,-0.001167,0.009041,-0.028214
-0.215444,-0.016062,0.031914,-0.001522,0.012795,-0.041049
-0.271397,-0.021563,0.037585,-0.001847,0.015207,-0.051012
-0.309851,-0.025197,0.039758,-0.002173,0.015893,-0.057096
-0.332213,-0.026479,0.039443,-0.002427,0.014977,-0.059705
-0.343352,-0.026149,0.038311,-0.002414,0.012940,-0.059955
-0.349145,-0.025719,0.037761,-0.001947,0.010477,-0.058936
-0.354643,-0.026009,0.038006,-0.001111,0.008272,-0.057236
-0.362846,-0.026137,0.038132,-0.000282,0.006815,-0.054962
-0.374348,-0.024749,0.037371,0.000315,0.006330,-0.052121
-0.388051,-0.021887,0.035889,0.000872,0.006819,-0.048856
-0.402434,-0.018844,0.034233,0.001677,0.008155,-0.045332
-0.416563,-0.016647,0.032717,0.002779,0.010132,-0.041593
-0.430780,-0.015429,0.031540,0.004063,0.012492,-0.037556
-0.446455,-0.015078,0.030497,0.005432,0.014992,-0.032987
-0.464088,-0.015194,0.028454,0.006771,0.017399,-0.027679
-0.482123,-0.014851,0.024056,0.007857,0.019315,-0.021793
-0.498167,-0.013410,0.016842,0.008448,0.020160,-0.015820
-0.510423,-0.010849,0.007603,0.008368,0.019388,-0.010274
-0.518207,-0.007450,-0.001794,0.007565,0.016704,-0.005488
-0.521838,-0.003927,-0.009032,0.006228,0.012238,-0.001532
-0.522081,-0.001432,-0.012199,0.004756,0.006586,0.001785
-0.519575,-0.000929,-0.010692,0.003571,0.000607,0.004822
-0.514495,-0.002698,-0.005570,0.002926,-0.004865,0.007971
-0.506738,-0.006262,0.001143,0.002844,-0.009285,0.011506
-0.496370,-0.010661,0.007525,0.003165,-0.012499,0.015515
-0.483697,-0.014979,0.012364,0.003679,-0.014633,0.019925
-0.469133,-0.018724,0.015321,0.004208,-0.015919,0.024578
-0.453181,-0.021805,0.016820,0.004614,-0.016560,0.029306
-0.436254,-0.024232,0.017650,0.004821,-0.016668,0.034043
-0.418676,-0.025974,0.018520,0.004876,-0.016308,0.038805
-0.400928,-0.027129,0.019821,0.004926,-0.015592,0.043529
-0.383348,-0.027995,0.021413,0.005084,-0.014698,0.048041
-0.365836,-0.028727,0.022715,0.005362,-0.013840,0.052114
-0.348268,-0.029149,0.023367,0.005739,-0.013227,0.055520
-0.331031,-0.029275,0.023463,0.006173,-0.012958,0.058168
-0.314791,-0.029457,0.023112,0.006502,-0.012958,0.060207
-0.299767,-0.029733,0.022424,0.006487,-0.013079,0.061857
-0.285643,-0.029635,0.021849,0.006005,-0.013229,0.063200
-0.271960,-0.028752,0.022074,0.005165,-0.013375,0.064179
-0.258353,-0.027056,0.023505,0.004235,-0.013492,0.064740
-0.244699,-0.024724,0.025913,0.003482,-0.013561,0.064897
-0.231218,-0.021970,0.028639,0.003044,-0.013575,0.064711
-0.218290,-0.018972,0.031008,0.002915,-0.013519,0.064274
-0.206056,-0.015700,0.032491,0.002973,-0.013359,0.063665
-0.194307,-0.011904,0.032738,0.003060,-0.013108,0.062897
